Dates,Portfolio1,Portfolio2,Portfolio3,Portfolio4,Portfolio5,Portfolio6,,,RX = Mean,HML = P6 - P1
9/30/1986,-0.00245111781083029,0.000105473493262768,0.00395759208284459,0.0483445148264767,-0.00808696982686374,0.0157393624759279,,,0.96%,1.82%
10/31/1986,-0.0234624640397165,-0.0251989161824929,-0.0169438316753504,-0.0140716352923313,-0.0185156541193451,0.0257356221951825,,,-1.21%,4.92%
11/28/1986,0.014577688090847,0.0314204999064811,0.030024244108609,0.0309605383933372,0.0256540003176471,0.014122166940472,,,2.45%,-0.05%
12/31/1986,0.00973111696065887,0.0228266667560166,0.00886553281518173,0.0124199654389558,0.0255404947635508,0.0342927133785215,,,1.89%,2.46%
1/30/1987,0.0249964524615456,0.0249142877933296,0.0390841314335932,0.0414004342018817,0.0319864041138983,0.0277800812148814,,,3.17%,0.28%
2/27/1987,0.000649389770937721,0.00163632647901957,0.00377900300686177,-0.00786772833700618,0.0137725311838336,0.0295088537745247,,,0.69%,2.89%
3/31/1987,0.00699747256090388,0.019253490280401,0.01655178357956,0.0167775239171838,0.0280526297187373,0.0390458051454048,,,2.11%,3.20%
4/30/1987,0.0192243727388371,0.00320665045668319,0.0112852181008496,-0.00550749043129395,0.00731063240302121,0.0184020856779433,,,0.90%,-0.08%
5/29/1987,-0.0203902887505236,-0.00697363741595732,-0.0126204526023492,-0.0101503315014761,-0.0169905877040992,0.0089199913371197,,,-0.97%,2.93%
6/30/1987,-0.0136579950649633,-0.00388021201303775,-0.00649851092236176,-0.00566274302711123,-0.00368420702817529,0.0228785131038167,,,-0.18%,3.65%
7/31/1987,-0.0192783670696858,-0.00913147202776092,-0.0108688322158727,-0.0087493632644227,-0.0152208025760856,-0.0229790379162724,,,-1.44%,-0.37%
8/31/1987,0.0299104960225802,0.0159863960388823,0.010466852956337,0.0154628921935717,0.0222585356729032,0.0379570653781585,,,2.20%,0.80%
9/30/1987,-0.0231081244299578,-0.0106754739529785,-0.0115201846522405,-0.0115712243230937,0.00129770397097987,0.0211251863452675,,,-0.57%,4.42%
10/30/1987,0.0454024551872783,0.0380926298663686,0.0346148798710744,0.0317353417818494,0.0438455114488778,-0.0348627661955152,,,2.65%,-8.03%
11/30/1987,0.0410837031452186,0.0373810122974814,0.0192656419491946,0.0505600212522862,0.0505203666363664,0.0611426981397475,,,4.33%,2.01%
12/31/1987,0.0431830510442569,0.0250625584437208,0.02503571910753,0.0268184842055007,0.0365285581723885,0.019722836431636,,,2.94%,-2.35%
1/29/1988,-0.0287669411093625,-0.0510523455062753,-0.035864602527325,-0.0542221825001539,-0.0347018455171026,-0.0282092854568741,,,-3.88%,0.06%
2/29/1988,-0.0129956859288324,-0.0112927854040204,-0.0101993656387594,-0.0159373697823956,0.00399190885166545,0.0120929865588105,,,-0.57%,2.51%
3/31/1988,0.0118970619608495,0.0057537592208761,0.0194748056115467,0.0348339716934459,0.00534079806602591,0.0161043968881512,,,1.56%,0.42%
4/29/1988,-0.0134069238339872,-0.00947805338464077,-0.0116659033903521,-0.0044185623707906,-0.00883254539466523,0.0250717286824644,,,-0.38%,3.85%
5/31/1988,-0.0270969599351086,-0.0156439810470464,-0.0183177614650853,-0.0177093214887765,0.00867946220284566,-0.0038871588358147,,,-1.23%,2.32%
6/30/1988,-0.059884466707673,-0.032359849370195,-0.058227885954966,-0.0425715518494801,-0.0276298164721081,-0.027787265372477,,,-4.14%,3.21%
7/29/1988,-0.0229988609790678,-0.0089581568392713,-0.0176068269399517,-0.00543378410715726,-0.0284132934917244,0.00218545689941389,,,-1.35%,2.52%
8/31/1988,-0.0150669335219339,-0.0204798812212175,-0.0130954672160607,-0.0129577356758868,-0.0144816755968551,-0.0255119984843525,,,-1.69%,-1.04%
9/30/1988,-0.0021798349309962,0.00600280945739088,0.000420251830779206,0.00948580095852732,0.00398567348032719,-0.0117768720321982,,,0.10%,-0.96%
10/31/1988,0.0409249899917642,0.0387212521557877,0.0505836694201568,0.0122610445714719,0.0362884555135329,0.0408794000612152,,,3.66%,0.00%
11/30/1988,0.0153705342152072,0.022084003995133,0.0226181201332263,0.0345250402050705,0.0349768634111407,0.0469745606207509,,,2.94%,3.16%
12/30/1988,-0.0202190218747215,-0.0314945285458289,-0.0183579196780392,-0.00719867696483167,-0.0163295930568351,-0.0305067258246847,,,-2.07%,-1.03%
1/31/1989,-0.0389855211851818,-0.0374838775177027,-0.0568403340864078,-0.00838594318651609,-0.0320126375443353,-0.00313266117760214,,,-2.95%,3.59%
2/28/1989,0.0266658883036893,0.0070428238507767,0.0235410216017588,0.0049539954928027,0.0124670446662224,-0.0425684548845325,,,0.54%,-6.92%
3/31/1989,-0.0226168176405686,-0.032969568217956,-0.0369943439589343,-0.0192859439869493,-0.0288116764346669,-0.000537860233486972,,,-2.35%,2.21%
4/28/1989,-0.00341590202068861,0.00756236347541754,0.0051496020907987,0.00703134787629445,0.00561715980732225,-0.0075148612015569,,,0.24%,-0.41%
5/31/1989,-0.0288337857008929,-0.0414676506779241,-0.0530619955250549,-0.0296264516069776,-0.0398056634720661,-0.0549847668109786,,,-4.13%,-2.62%
6/30/1989,-0.00521556965329758,0.0100708342957508,0.0114566857804398,0.00262734925511669,0.000688592945872239,-0.00422599252506769,,,0.26%,0.10%
7/31/1989,0.0315297805379875,0.0318786564715385,0.0430592350246727,0.0272324726681407,0.0301439243594481,0.0465649701780616,,,3.51%,1.50%
8/31/1989,-0.025905506566903,-0.0472782048972352,-0.0311496620113619,-0.0393911722884922,-0.00716589668405902,-0.0239678170092951,,,-2.91%,0.19%
9/29/1989,0.0266963679699901,0.0265855370434123,0.0254014179119619,0.0366539278193145,0.00920326809061693,0.0277178720391223,,,2.54%,0.10%
10/31/1989,-0.00635975124739063,0.0086186159224414,0.0097463464086908,0.00863699572724164,0.00398403214273639,0.00726548448659866,,,0.53%,1.36%
11/30/1989,-0.000515510686670662,0.0141710204994628,0.0301465382330213,0.0103989804536973,0.0236295783022188,0.00873146601765899,,,1.44%,0.92%
12/29/1989,0.00504310141607034,0.0275810385294786,0.0516269601390342,0.0387140166005096,0.0177557999412052,0.0241720055089179,,,2.75%,1.91%
1/31/1990,-0.00338429118345834,0.00771684656979293,0.00356835165939795,0.0179714444955952,0.0113157509527926,0.00717570335988119,,,0.74%,1.06%
2/28/1990,-0.0118013424606812,-0.00197319388910511,-0.00314340805774432,-0.0131809732015255,-0.000765548128047189,0.00310734932069406,,,-0.46%,1.49%
3/30/1990,-0.0350358497712393,-0.00399580673661937,8.20614315049095E-05,0.000984644380915611,0.00272095883892809,-0.00488538537921752,,,-0.67%,3.02%
4/30/1990,-0.000254545395494743,0.00411124081794734,0.0192689921975734,0.00706193088143436,0.0138036898115494,0.0025118231679081,,,0.78%,0.28%
5/31/1990,0.0087102545411063,-0.0111854800505134,0.0279283499367184,-0.00706370599345563,-0.0114777607955424,0.00859323058256876,,,0.26%,-0.01%
6/29/1990,-0.00013319628192382,0.0178697897897897,0.00530879800239159,0.0167370653002981,0.0194216860349145,0.024030391249457,,,1.39%,2.42%
7/31/1990,0.0220792287921031,0.0476444941307993,0.0102505453216981,0.0504629972624107,0.0448030578012429,0.0314166464681247,,,3.44%,0.93%
8/31/1990,0.011310885146135,0.015380889519189,0.0033595055237905,0.0200670858135804,0.0105692991617079,0.0172257610504948,,,1.30%,0.59%
9/28/1990,-0.0026643990929705,-0.00493861144860169,-0.00145517739192347,0.00187863805783761,0.000615533891292652,0.00832839759926342,,,0.03%,1.10%
10/31/1990,0.0233282630343228,0.0283129810159056,0.0324224663696525,0.0148405488897781,0.031791007412499,0.00839296018603795,,,2.32%,-1.49%
11/30/1990,-0.00421403978651402,-0.00937644678734528,0.00982863440541759,0.000754256814573528,0.0115606622392737,0.00387917636481348,,,0.21%,0.81%
12/31/1990,-0.00443866035463858,-0.0108161352638526,-0.00147151458288075,-0.00440336162948263,-0.00950972234611469,-0.00798076624945762,,,-0.64%,-0.35%
1/31/1991,0.00253620876903526,0.0139981150602181,0.0140044907724333,0.0124741794594492,0.0184106794205078,0.0150158149885773,,,1.27%,1.25%
2/28/1991,0.000909693661004241,-0.0101093310381724,-0.0389970035233296,-0.0306283447229315,-0.0268344231894968,-0.00616625126462276,,,-1.86%,-0.71%
3/29/1991,-0.050476182015771,-0.0650744975744975,-0.0447521279682979,-0.103064842097425,-0.0549664302671373,-0.0648306588671674,,,-6.39%,-1.44%
4/30/1991,0.00963233915411477,0.0205215232095811,-0.000916351452574626,-0.00268682450902058,0.00304264820066669,0.0007699997779845,,,0.51%,-0.89%
5/31/1991,0.00380419578730234,-0.00695225384926729,-0.0117511777475451,-0.00311677885301215,-0.010367722165475,-0.0109592532294268,,,-0.66%,-1.48%
6/28/1991,-0.00215554919211042,-0.0239000297502835,-0.0210945145506052,-0.0182271124322684,-0.0414872075217151,-0.0258816457372735,,,-2.21%,-2.37%
7/31/1991,0.00933463308506244,0.0130457343573257,-0.00283672126380069,0.0410296472875218,0.0125606900097104,0.0326550628771017,,,1.76%,2.33%
8/30/1991,0.00603275999340425,0.00185138418793829,0.00546704414968324,0.00127835400632748,0.00543935358095926,0.00320871019323518,,,0.39%,-0.28%
9/30/1991,0.0132110669332791,0.0432090252238799,0.0152139725755026,0.0191410073838834,0.0543958557471078,0.0440231652159621,,,3.15%,3.08%
10/31/1991,-0.00214762877923091,-0.000228276557784513,-0.00460035816118048,-0.00651299250317539,5.33004531457215E-05,-0.00162557112230272,,,-0.25%,0.05%
11/29/1991,0.00792152415713143,0.00651343760003242,0.00583303133618068,0.00388830169562254,0.0272352497185548,0.0227050365672516,,,1.23%,1.48%
12/31/1991,0.0128274012976928,0.0119443700305554,-0.0130667542988723,0.0158336554266591,0.0732309951056344,0.0659177661966298,,,2.78%,5.31%
1/31/1992,-0.00277473873608669,-0.00244725753082642,-0.00982432116962773,-0.00596551962888608,-0.0492224473201858,-0.0389395573241414,,,-1.82%,-3.62%
2/28/1992,-0.00121225099553196,-0.00727987616662401,-0.000705162566417283,-0.00853168578925717,-0.0168396055947132,-0.0134363738319965,,,-0.80%,-1.22%
3/31/1992,-0.00210873272303008,-0.0178864095950788,0.011156420712472,-0.00323658308416042,-0.000307082129276715,-0.00290343821531479,,,-0.25%,-0.08%
4/30/1992,-0.000513970084056903,-0.00835931069167811,-0.00921189992067223,0.00864247422653541,0.00129205586859793,0.00786043553217286,,,0.00%,0.84%
5/29/1992,0.0107621721216039,0.0189841716524615,-0.00152716220976223,0.0278055681100767,0.0339504694691011,0.035123163639113,,,2.08%,2.44%
6/30/1992,0.0045932806248099,0.0111567503335823,0.0031035779778405,0.0307196825494832,0.0611922065696675,0.0505640028396222,,,2.69%,4.60%
7/31/1992,0.00147702925716509,0.000328579977967647,-0.000591326665872916,0.0237992204677193,0.0349492309728333,0.0275895329016991,,,1.46%,2.61%
8/31/1992,0.00508159058415392,0.0113648342770094,-0.0210953143709636,0.0227789407073294,0.0549652109366441,0.0424316887068096,,,1.93%,3.74%
9/30/1992,0.00270915745327349,-0.00599365340951868,-0.00710069858686468,-0.00677332736042779,0.00944700790192915,-0.0423914429161316,,,-0.84%,-4.51%
10/30/1992,-0.0372605201746462,-0.0139365736794229,-0.0231415549488461,-0.0519727753898741,-0.0325001832739123,-0.0764548256058772,,,-3.92%,-3.92%
11/30/1992,-0.004971999061054,-0.0135145938171611,-0.0168914542280794,-0.0368212504668689,-0.0294867414863043,-0.0459261070646034,,,-2.46%,-4.10%
12/31/1992,-0.00116279069767444,0.00412371134020617,-0.00252161398912326,-0.0151770041329631,0.00531197982345522,-0.022016784378224,,,-0.52%,-2.09%
1/29/1993,-0.000214139238308209,-0.00128647934163439,-0.0145820516428358,-0.00716101269328079,0.00341890668073774,0.000957809748835002,,,-0.31%,0.12%
2/26/1993,0.00150832154191372,0.0408360843967338,-0.0138266501213016,-0.0119767313915856,-0.000389205181699381,-0.0258019530327814,,,-0.16%,-2.73%
3/31/1993,0.00180823441770339,0.0189190345065567,0.00944493292233023,0.039105299300858,0.019555175501785,0.014875026638386,,,1.73%,1.31%
4/30/1993,0.00755138879736972,0.0118223758361127,0.0223430108068028,0.0329274640840119,0.016450526722333,0.035977791585876,,,2.12%,2.84%
5/31/1993,0.0197574909348666,-0.0115166895419602,0.00717491423762173,0.000846858879436307,0.00861714257203533,0.00509366909726259,,,0.50%,-1.47%
6/30/1993,0.00208697246123651,-0.0100161892273299,-0.044015615796171,-0.0242477218166193,-0.0339499702740415,-0.0585903565737458,,,-2.81%,-6.07%
7/30/1993,0.00878293135435992,-0.00106643872426837,0.0127468243982321,0.012509059263238,-0.0149694211916063,-0.0327870785550702,,,-0.25%,-4.16%
8/31/1993,0.00719809455319143,-0.0130160001872918,0.00270043950763826,0.000417462832532523,0.0333948891776305,0.0156951843897864,,,0.77%,0.85%
9/30/1993,-0.00500714792770535,0.00212428599515335,0.000920536635706959,0.0126192689143445,0.00532252396529676,0.0218983073796984,,,0.63%,2.69%
10/29/1993,-0.0101444153840689,0.00296077535005718,-0.00249311104299882,0.00171804712389995,-0.0160664640289938,-0.0137175909512024,,,-0.63%,-0.36%
11/30/1993,-0.0247320690887313,-0.0036103399221501,-0.00648317218589634,-0.0106814784559859,-0.0178307862996494,-0.0136885226001503,,,-1.28%,1.10%
12/31/1993,-0.0144032136024102,0.00445529866710076,0.0203581221868494,-0.0060777694449683,-0.0134522668344795,0.00122560713112028,,,-0.13%,1.56%
1/31/1994,0.00120294033222262,-0.00135475875537361,0.0111320443689765,0.0295238693645185,0.00678803222579355,0.011551859336073,,,0.98%,1.03%
2/28/1994,0.029290077313669,-0.00938264582003184,0.00997522475612656,0.0160683394261076,0.0134811993964385,0.00545375750187417,,,1.08%,-2.38%
3/31/1994,0.0156476151677475,-0.00866096516417331,0.00668801138384922,0.00377065586074804,-0.0111630420991367,0.023993292985362,,,0.50%,0.83%
4/29/1994,0.00233203737058685,0.0043282274273555,0.00757984673235279,0.00989151418246115,0.00532143709803146,0.0089496597516826,,,0.64%,0.66%
5/31/1994,0.00406890076413008,0.00193757458006505,0.0227228834184811,0.00501627568601348,0.0111577502326428,0.00165669582195436,,,0.78%,-0.24%
6/30/1994,0.0262412824673992,0.00169650046706121,0.020147451978,0.0118748346123313,0.034483221674058,0.0202677815345597,,,1.91%,-0.60%
7/29/1994,-0.00832657508322754,-0.000828018376003048,-0.000615952087732741,-0.00359997743718671,0.00276887816276017,-0.00263779858066666,,,-0.22%,0.57%
8/31/1994,0.00541118295333076,0.00662950047235866,0.00168209927493257,0.00415510551660248,0.00281746662432414,0.00692240697420004,,,0.46%,0.15%
9/30/1994,0.00415627380070366,0.0218155664692571,0.00959161926176111,0.0212877851108783,0.0212322135835623,0.0137088868335096,,,1.53%,0.96%
10/31/1994,0.0158517759925115,0.0124126774769763,-0.0053038182880864,0.0307360170455804,0.0327616235359631,0.0250517684703208,,,1.86%,0.92%
11/30/1994,-0.00966521049013219,-0.0213066610794959,-0.0194557473286597,0.0110260180115953,0.00156250459588148,-0.0385924219149109,,,-1.27%,-2.89%
12/30/1994,0.00168908567697668,-0.000629962085250124,0.0110822909988414,-0.00712017765470663,0.00325919303431044,0.00737082721473091,,,0.26%,0.57%
1/31/1995,-0.00328644580948073,0.00658063585898633,0.01269984774817,0.00745549467713313,0.00331853361535106,-0.00246500368583678,,,0.41%,0.08%
2/28/1995,0.0164001337497741,0.0431956972641073,0.0227034549329367,0.0323223042670032,0.0204553019027078,-0.00661822264943536,,,2.14%,-2.30%
3/31/1995,0.0690941206881696,0.0700005290723222,0.0617525456014723,0.0364599352757395,0.0348582925538954,0.00479120367150302,,,4.62%,-6.43%
4/28/1995,0.0201191871365457,-0.0161898506576273,-0.0160528043872564,0.010865735953194,-0.00663196670253113,0.00599003566428199,,,-0.03%,-1.41%
5/31/1995,-0.00634672736750797,-0.0212073534433445,-0.00962909448148713,-0.0114276151295702,-0.00668397585931502,-0.00490309240582543,,,-1.00%,0.14%
6/30/1995,-0.00586501908895698,0.0142482078853047,0.0148282454682172,0.00888033524837545,0.0121024232178013,0.00682723305204414,,,0.85%,1.27%
7/31/1995,-0.0207143996627127,-0.00394318856525627,-0.000429207832887746,-0.00466661353608372,0.00339831363844167,0.0196689086793216,,,-0.11%,4.04%
8/31/1995,-0.0737939432885804,-0.0397039068244753,-0.051198259547397,-0.00842874613257327,-0.0537728161478405,-0.0110269460037095,,,-3.97%,6.28%
9/29/1995,0.0134788036479276,0.0111815137724601,0.0225631942210655,0.0256772636904866,-0.00298837694946308,0.0152864807027247,,,1.42%,0.18%
10/31/1995,-0.0108307735370553,0.00587877743101106,0.00881549495351208,-0.000209449639648363,0.00321186894390935,0.0117517492514657,,,0.31%,2.26%
11/30/1995,-0.0173443135970385,-0.014308912326893,-0.0260645496386011,-0.0139393921077634,-0.00625108835036747,-0.010517892321323,,,-1.47%,0.68%
12/29/1995,-2.25711065597878E-05,0.00119169415470721,0.00710503107071159,0.00035513789758268,-0.000638255979948155,0.00691692173141732,,,0.25%,0.69%
1/31/1996,-0.0446339121897312,-0.0244155807958811,-0.0391766192299965,-0.0369718607393519,-0.00465496326956888,-0.00529850590156654,,,-2.59%,3.93%
2/29/1996,0.0113590862393634,0.00720553438493599,0.0107088665582493,0.00598457853596779,0.00869478609266172,0.00627733211706275,,,0.84%,-0.51%
3/29/1996,-0.00725193795033657,-0.00393845218416161,-0.00431421978665691,-0.00452842670660869,0.0027934808849272,0.00430174915132902,,,-0.22%,1.16%
4/30/1996,-0.0130194983400976,-0.0202325506123947,-0.0330006611507361,-0.0311641344788445,-0.00024973220400093,-0.0100209357561419,,,-1.79%,0.30%
5/31/1996,-0.0210262092984843,-0.00233999449112376,-0.00014773751979541,0.00179000537927693,-0.00439707643395204,0.00847789873772632,,,-0.29%,2.95%
6/28/1996,-0.00918105131236663,-0.000769857969489807,-0.00119687421336201,0.00420457925784479,0.000859268498641597,0.00555751669696219,,,-0.01%,1.47%
7/31/1996,0.0311011048395747,0.0299071391121841,0.011476233877699,0.00981095657763109,0.00937076991179797,-0.00453420010816877,,,1.45%,-3.56%
8/30/1996,-0.0119202109797766,-0.00706535735562269,-0.0114192731020077,-0.00212534415775212,0.00145967603463737,0.00723699573049049,,,-0.40%,1.92%
9/30/1996,-0.0390546016465858,-0.0338776305489812,-0.0246451774448431,-0.000646867216604674,-0.00953734734037265,6.48068593344891E-05,,,-1.79%,3.91%
10/31/1996,-0.0148302182007544,0.00634616502248153,0.0067047380261529,0.00547653556612632,0.0125648381329821,0.00419409796804909,,,0.34%,1.90%
11/29/1996,-0.0193045451207328,-0.0187121458771394,-0.0161412435951873,-0.00647800993147607,-0.0158627203268419,0.0135029498259499,,,-1.05%,3.28%
12/31/1996,-0.0290931875714384,-0.0162077464974446,-0.0072155778410406,-0.00578114135279845,-0.012796277446561,-0.00312936255111684,,,-1.24%,2.60%
1/31/1997,-0.0517079605915377,-0.0203885028109777,-0.0559198504424799,-0.0324911329101812,-0.0302841634352726,-0.0192784195734899,,,-3.50%,3.24%
2/28/1997,-0.0224373306068931,-0.0307533001257744,-0.0205234434454476,-0.00501204688182269,-0.00244870979078728,-0.0120537939251498,,,-1.55%,1.04%
3/31/1997,0.00149209032547895,0.0110740883379936,-0.0028305808209274,0.00308696067006375,0.00781459332536587,0.00692177202731048,,,0.46%,0.54%
4/30/1997,-0.043129408256134,-0.0333842050238822,-0.0272361332489643,-0.0152588341863841,-0.00957546495057839,-0.0115685767933991,,,-2.34%,3.16%
5/30/1997,0.0320251800336746,0.00936396491691616,0.00864768184691036,-0.00578788099203553,0.00268734477110799,0.00731237756867504,,,0.90%,-2.47%
6/30/1997,-0.0108462965370572,-0.0243421819343443,-0.0119631818409444,-0.00385532645705577,-0.00120679725841735,0.00245422787281156,,,-0.83%,1.33%
7/31/1997,-0.0473024572613253,-0.0418504218853182,-0.0356708200793754,-0.0168691572408792,-0.0288120637210387,-0.0531938207240453,,,-3.73%,-0.59%
8/29/1997,0.00870488699767569,0.0131190123011774,0.00140132366854144,0.00639031171355771,-0.000594364289599936,-0.0287937187392619,,,0.00%,-3.75%
9/30/1997,0.0147448523314448,0.0137910928917466,0.0199587699726504,-0.00653637427537097,0.00479273213462323,-0.0261461754675547,,,0.34%,-4.09%
10/31/1997,0.0226432489451505,0.0114587272315784,0.000356787790461821,-0.00426934019800154,0.00693496119938626,-0.0351901406128596,,,0.03%,-5.78%
11/28/1997,-0.0320435351658288,-0.0257227706075784,-0.0234635807089594,-0.0147413928654553,-0.00808374099717835,0.000466436528439177,,,-1.73%,3.25%
12/31/1997,-0.0231129564460921,-0.0195170623879625,-0.0215582241515842,-0.0459552008538381,-0.0345185628381423,-0.0716147872481173,,,-3.60%,-4.85%
1/30/1998,-0.0123194384922841,-0.0217771839738196,-0.00962820795912915,-0.0153664619746061,-0.10008196206774,-0.0182071451279769,,,-2.96%,-0.59%
2/27/1998,0.00366531886289208,0.00598905167323991,0.0139421936054903,0.0226278790621356,0.0214751385762741,0.0827829243569377,,,2.51%,7.91%
3/31/1998,-0.0291231682633036,-0.0155847599488388,-0.0119165270835249,-0.00489659015483612,0.0095200512300766,-0.0055817162315663,,,-0.96%,2.35%
4/30/1998,0.0226417733429832,0.0266206494313646,0.0052502586808396,0.00758165560933782,0.00350007415396941,0.0205858632419917,,,1.44%,-0.21%
5/29/1998,-0.00336315086964606,0.00272759272034456,-0.0190008176878946,-0.013222277633641,-0.0087678261925687,-0.0485905727328516,,,-1.50%,-4.52%
6/30/1998,-0.0142569072288348,-0.0152737887235736,-0.00935009964531937,-0.00781943261342299,-0.0103098355829359,-0.0730250869887065,,,-2.17%,-5.88%
7/31/1998,0.00419679809749431,0.0103803891048363,-0.0032312674939924,-0.00657955106493161,0.0199337105931267,0.036196297561529,,,1.01%,3.20%
8/31/1998,0.0122234261832142,0.00191367307525468,-0.0217750936530629,-0.00473073889024428,-0.0241133594064666,0.00894054635431372,,,-0.46%,-0.33%
9/30/1998,0.0481864780505441,0.0496165749557365,0.0318101705279504,0.03856787415114,0.0320076104524052,0.0634299242476046,,,4.39%,1.52%
10/30/1998,0.0414416867304367,0.0107481547231467,0.0253598750701894,-2.79101516233782E-05,0.0119973308784046,0.0801087316245043,,,2.83%,3.87%
11/30/1998,-0.0281056122433979,-0.0225875645038734,-0.0224540924937585,-0.000358850641469988,-0.000431238589539751,0.00281314708824645,,,-1.19%,3.09%
