Dates,Portfolio1,Portfolio2,Portfolio3,Portfolio4,Portfolio5,,,,RX = Mean,HML = P5 - P1
12/31/1985,-0.0029225603782882,0.0188739520445823,0.0152759618055014,0.020225448329666,-0.0174808856664805,,,,0.68%,-1.46%
1/31/1986,0.018314158189968,0.0272754220481228,-0.00276294347045425,0.00157243046893624,0.0354743211542014,,,,1.60%,1.72%
2/28/1986,0.0705293496744743,0.0674343392569796,0.0386863005030967,0.0613160132550842,0.0358607291479436,,,,5.48%,-3.47%
3/31/1986,-0.0383335408286835,-0.0199113371429299,-0.046536305229882,0.00196001897951165,-0.00563180659210283,,,,-2.17%,3.27%
4/30/1986,0.0731053318613966,0.0698439647851614,0.059129242421013,0.0508567080748409,0.0590511278670759,,,,6.24%,-1.41%
5/30/1986,-0.0655964417904533,-0.0544887684637388,-0.0683658427284305,-0.0360451345834684,-0.0531538229768603,,,,-5.55%,1.24%
6/30/1986,0.0597915414857623,0.0625839245843922,0.0541138240306992,0.0191468714283108,0.0185835775221219,,,,4.28%,-4.12%
7/31/1986,0.0551359458145604,0.057895080577644,0.0337703025119484,0.0199536494905651,-0.0149977043884861,,,,3.04%,-7.01%
8/29/1986,0.023752495562323,0.00994224291763018,0.0197725041719838,0.0092306313534925,0.00477204707722632,,,,1.35%,-1.90%
9/30/1986,0.000355581348270628,0.000542702389846106,0.0055404198017327,0.00441163923340582,0.00351082828809192,,,,0.29%,0.32%
10/31/1986,-0.0287016687247227,-0.0375867761306733,-0.0104920049967472,-0.0134670833578288,0.000205724665500858,,,,-1.80%,2.89%
11/28/1986,0.0260182340951487,0.0435802713169616,0.0421472365132205,0.0144443622078326,0.0253563971816592,,,,3.03%,-0.07%
12/31/1986,0.0217597063480185,0.0234941088571603,0.0147956141880092,0.0115738917099821,0.0299166040710362,,,,2.03%,0.82%
1/30/1987,0.0362051880411256,0.0499285027029708,0.0373661407039808,0.0468994590524501,0.0298832426643899,,,,4.01%,-0.63%
2/27/1987,0.0033580321146568,-0.000901134962966954,0.00702640945694644,0.00719792649400974,0.0216406924791792,,,,0.77%,1.83%
3/31/1987,0.0353026689680311,0.0143372897213406,0.0160859535150354,0.0128407735502634,0.0335492174320711,,,,2.24%,-0.18%
4/30/1987,0.0278351682876715,0.00228354141566689,0.0150056980236253,-0.00975824163496497,0.0128563590404822,,,,0.96%,-1.50%
5/29/1987,-0.0247807894108134,-0.0155005001069893,-0.00718059411406685,-0.0141055091987534,-0.00403529818348973,,,,-1.31%,2.07%
6/30/1987,-0.0138572676815535,-0.00504201613276423,-0.00548948284382184,-0.00495545136897618,0.00959715303782068,,,,-0.39%,2.35%
7/31/1987,-0.0180697535417784,-0.0220587895710214,-0.015951068007487,-0.00578246838967883,-0.019099920246179,,,,-1.62%,-0.10%
8/31/1987,0.0411885426822504,0.0238846272966899,0.0197832330701425,0.0122454934058691,0.0301078005255308,,,,2.54%,-1.11%
9/30/1987,-0.0299256561535216,-0.0188853985790609,-0.0144615043705936,-0.0113478678747751,0.0112114451581237,,,,-1.27%,4.11%
10/30/1987,0.0661148204101936,0.0584201747803345,0.04866223770084,0.0503744629385297,-0.00151010243203533,,,,4.44%,-6.76%
11/30/1987,0.0569996496494449,0.0464960001836358,0.0275149365402656,0.0587583278240971,0.0558315323880569,,,,4.91%,-0.12%
12/31/1987,0.0455503410057964,0.0614851485148515,0.0322904207665581,0.0247164611436065,0.0323109484334951,,,,3.93%,-1.32%
1/29/1988,-0.0684888475889252,-0.0604069215837267,-0.0214917434597069,-0.05251180350519,-0.0360375966071946,,,,-4.78%,3.25%
2/29/1988,-0.01583944850348,-0.00828912576848945,-0.0114424064635929,-0.00050709888492656,0.00804244770523797,,,,-0.56%,2.39%
3/31/1988,0.0156695048972523,0.0228743576989473,0.0144873934833002,0.0196932120158,0.0247969300650481,,,,1.95%,0.91%
